2025-06-12 19:46:30,647 [INFO] 차량 감지 종료
2025-06-12 19:46:34,518 [INFO] 차량 감지 종료
2025-06-12 19:46:46,790 [INFO] 차량 감지 종료
2025-06-12 19:47:04,384 [INFO] 차량 감지 종료
2025-06-12 19:47:06,165 [INFO] 차량 감지 종료
2025-06-12 19:47:07,038 [INFO] 차량 감지 종료
2025-06-12 19:49:15,637 [INFO] 차량 감지 시작
2025-06-12 19:50:40,474 [INFO] 차량 감지 종료
2025-06-12 19:50:43,756 [INFO] 차량 감지 종료
2025-06-12 19:50:44,881 [INFO] 차량 감지 시작
2025-06-12 19:50:50,485 [INFO] 차량 감지 종료
2025-06-12 19:51:11,037 [INFO] 차량 감지 종료
2025-06-12 19:51:12,178 [INFO] 차량 감지 시작
2025-06-12 19:51:33,912 [INFO] 차량 감지 종료
2025-06-12 19:51:43,596 [INFO] 차량 감지 종료
2025-06-12 19:51:44,268 [INFO] 차량 감지 시작
2025-06-12 19:51:50,537 [INFO] 차량 감지 종료
2025-06-12 19:54:57,348 [INFO] 차량 감지 종료
2025-06-12 19:54:58,453 [INFO] 차량 감지 시작
2025-06-12 19:55:24,992 [INFO] 차량 감지 종료
2025-06-12 19:55:27,995 [INFO] 차량 감지 종료
2025-06-12 19:55:28,627 [INFO] 차량 감지 시작
2025-06-12 20:01:40,497 [INFO] 차량 감지 종료
2025-06-12 20:01:44,634 [INFO] 차량 감지 종료
2025-06-12 20:02:01,689 [INFO] 차량 감지 시작
2025-06-12 20:02:08,123 [INFO] 차량 감지 종료
2025-06-12 20:02:16,738 [INFO] 차량 감지 종료
2025-06-12 20:02:17,477 [INFO] 차량 감지 시작
2025-06-12 20:02:20,879 [INFO] 차량 감지 종료
2025-06-12 20:02:23,937 [INFO] 차량 감지 종료
2025-06-12 20:03:56,719 [INFO] 차량 감지 시작
2025-06-12 20:04:06,820 [INFO] 차량 감지 종료
2025-06-12 20:04:17,098 [INFO] 차량 감지 종료
2025-06-12 20:04:17,775 [INFO] 차량 감지 시작
2025-06-12 20:04:26,042 [INFO] 차량 감지 종료
2025-06-12 20:04:27,322 [INFO] 차량 감지 종료
2025-06-12 20:04:37,224 [INFO] 차량 감지 시작
2025-06-12 20:04:39,393 [INFO] 차량 감지 종료
2025-06-12 20:04:46,370 [INFO] 차량 감지 종료
2025-06-12 20:05:44,391 [INFO] 차량 감지 시작
2025-06-12 20:05:46,125 [INFO] 차량 감지 종료
2025-06-12 20:05:51,770 [INFO] 차량 감지 종료
2025-06-12 20:05:52,448 [INFO] 차량 감지 시작
2025-06-12 20:06:08,982 [INFO] 차량 감지 종료
2025-06-12 20:06:11,289 [INFO] 차량 감지 종료
2025-06-12 20:06:12,095 [INFO] 차량 감지 시작
2025-06-12 20:06:13,863 [INFO] 차량 감지 종료
2025-06-12 20:12:00,617 [INFO] 차량 감지 종료
2025-06-12 20:12:18,790 [INFO] 차량 감지 시작
2025-06-12 20:12:29,692 [INFO] 차량 감지 종료
2025-06-12 20:12:31,185 [INFO] 차량 감지 종료
2025-06-12 20:12:56,793 [INFO] 차량 감지 시작
2025-06-12 20:13:10,528 [INFO] 차량 감지 종료
2025-06-12 20:13:12,807 [INFO] 차량 감지 종료
2025-06-12 20:23:46,933 [INFO] 차량 감지 시작
2025-06-12 20:24:00,342 [INFO] 차량 감지 시작
2025-06-12 20:25:09,727 [INFO] 차량 감지 시작
2025-06-12 20:25:12,328 [INFO] 차량 감지 종료
2025-06-12 20:25:36,238 [INFO] 차량 감지 종료
2025-06-12 20:25:36,920 [INFO] 차량 감지 시작
2025-06-12 20:45:43,893 [INFO] 차량 감지 종료
2025-06-12 20:45:46,058 [INFO] 차량 감지 종료
2025-06-12 20:45:50,982 [INFO] 차량 감지 시작
2025-06-12 20:45:53,335 [INFO] 차량 감지 종료
2025-06-12 20:45:54,481 [INFO] 차량 감지 종료
2025-06-12 20:46:00,396 [INFO] 차량 감지 시작
2025-06-12 20:46:02,795 [INFO] 차량 감지 종료
2025-06-12 20:46:04,065 [INFO] 차량 감지 종료
2025-06-12 20:50:42,407 [INFO] 차량 감지 시작
2025-06-12 20:50:46,862 [INFO] 차량 감지 종료
2025-06-12 20:50:48,305 [INFO] 차량 감지 종료
2025-06-12 20:50:55,303 [INFO] 차량 감지 시작
2025-06-12 20:50:56,833 [INFO] 차량 감지 종료
2025-06-12 20:50:58,455 [INFO] 차량 감지 종료
2025-06-12 21:11:21,928 [INFO] 차량 감지 시작
2025-06-12 21:11:24,895 [INFO] 차량 감지 종료
2025-06-12 21:11:26,108 [INFO] 차량 감지 종료
2025-06-12 21:11:32,807 [INFO] 차량 감지 시작
2025-06-12 21:11:34,186 [INFO] 차량 감지 종료
2025-06-12 21:12:57,499 [INFO] 차량 감지 종료
